name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
Bitcoin,BTC,4206057849,0.98,0.89,0.44,0.91,2018-03-14 00:12:46
Ethereum,ETH,993536744,0.94,0.75,0.41,0.84,2018-03-14 00:12:46
Ripple,XRP,328744000,0.83,0.72,0.37,0.78,2018-03-14 00:12:46
Litecoin,LTC,470135093,0.77,0.69,0.4,0.75,2018-03-14 00:12:46
Monero,XMR,71605063,0.9,0.67,0.41,0.75,2018-03-14 00:12:46
NEO,NEO,110873369,0.81,0.71,0.37,0.74,2018-03-14 00:12:46
EOS,EOS,190896554,0.88,0.59,0.38,0.74,2018-03-14 00:12:46
Stellar,XLM,24468657,0.86,0.61,0.42,0.71,2018-03-14 00:12:46
Cardano,ADA,143317855,0.87,0.56,0.34,0.71,2018-03-14 00:12:46
Bitcoin Cash,BCH,383832832,0.7,0.56,0.41,0.7,2018-03-14 00:12:46
Dash,DASH,80535997,0.84,0.55,0.4,0.7,2018-03-14 00:12:46
Ethereum Classic,ETC,196184638,0.81,0.5,0.4,0.7,2018-03-14 00:12:46
Tron,TRX,193559473,0.79,0.57,0.32,0.7,2018-03-14 00:12:46
Qtum,QTUM,109996000,0.84,0.49,0.35,0.68,2018-03-14 00:12:46
Zcash,ZEC,49248500,0.88,0.49,0.4,0.68,2018-03-14 00:12:46
Nano,NANO,36797678,0.8,0.59,0.3,0.68,2018-03-14 00:12:46
Dogecoin,DOGE,5331999,0.84,0.67,0.37,0.67,2018-03-14 00:12:46
Lisk,LSK,16632116,0.87,0.54,0.37,0.67,2018-03-14 00:12:46
Gas,GAS,6863266,0.81,0.71,0.34,0.66,2018-03-14 00:12:46
IOTA,IOT,17588866,0.63,0.63,0.44,0.66,2018-03-14 00:12:46
Waves,WAVES,23019700,0.83,0.49,0.42,0.65,2018-03-14 00:12:46
Golem,GNT,24366100,0.86,0.5,0.4,0.64,2018-03-14 00:12:46
Verge,XVG,6956286,0.8,0.56,0.37,0.64,2018-03-14 00:12:46
Siacoin,SC,6335430,0.88,0.53,0.33,0.64,2018-03-14 00:12:46
Status,SNT,19166775,0.86,0.45,0.4,0.63,2018-03-14 00:12:46
NEM,XEM,124028262,0.61,0.52,0.37,0.62,2018-03-14 00:12:46
Augur,REP,2439400,0.83,0.47,0.37,0.6,2018-03-14 00:12:46
BitShares,BTS,2784471,0.84,0.45,0.34,0.6,2018-03-14 00:12:46
Steem Dollars,SBD,3764795,0.87,0.51,0.48,0.6,2018-03-14 00:12:46
0x,ZRX,3882200,0.8,0.47,0.3,0.6,2018-03-14 00:12:46
Nebulas,NAS,26939676,0.79,0.42,0.34,0.59,2018-03-14 00:12:46
Enigma,ENG,5829311,0.81,0.46,0.32,0.59,2018-03-14 00:12:46
Digibyte,DGB,4077958,0.82,0.44,0.32,0.59,2018-03-14 00:12:46
Bytom,BTM,20624621,0.79,0.36,0.31,0.58,2018-03-14 00:12:46
PIVX,PIVX,1066383,0.81,0.47,0.36,0.58,2018-03-14 00:12:46
Decred,DCR,978984,0.82,0.45,0.37,0.58,2018-03-14 00:12:46
Factom,FCT,1439892,0.78,0.46,0.37,0.58,2018-03-14 00:12:46
ZCoin,XZC,944993,0.81,0.43,0.34,0.58,2018-03-14 00:12:46
Aeternity,AE,1940821,0.83,0.4,0.28,0.58,2018-03-14 00:12:46
Raiden Network Token,RDN,16558383,0.84,0.36,0.33,0.57,2018-03-14 00:12:46
ICON,ICX,32749395,0.47,0.53,0.43,0.57,2018-03-14 00:12:46
Storj,STORJ,21491455,0.7,0.47,0.29,0.57,2018-03-14 00:12:46
OmiseGo,OMG,24921300,0.51,0.47,0.33,0.57,2018-03-14 00:12:46
Stratis,STRAT,5498606,0.62,0.48,0.36,0.57,2018-03-14 00:12:46
Zilliqa,ZIL,16523811,0.72,0.35,0.27,0.56,2018-03-14 00:12:46
Vertcoin,VTC,938965,0.71,0.54,0.33,0.56,2018-03-14 00:12:46
Komodo,KMD,1388130,0.7,0.46,0.35,0.56,2018-03-14 00:12:46
Zclassic,ZCL,2108860,0.77,0.36,0.34,0.56,2018-03-14 00:12:46
VeChain,VEN,77459036,0.32,0.59,0.32,0.56,2018-03-14 00:12:46
Reddcoin,RDD,3866777,0.61,0.54,0.33,0.56,2018-03-14 00:12:46
Steem,STEEM,8533015,0.87,0.18,0.47,0.55,2018-03-14 00:12:46
LBRY Credits,LBC,1301632,0.84,0.41,0.33,0.55,2018-03-14 00:12:46
Nexus,NXS,2430269,0.72,0.35,0.39,0.55,2018-03-14 00:12:46
Bitcoin Gold,BTG,11036283,0.8,0.17,0.35,0.55,2018-03-14 00:12:46
Bancor Network Token,BNT,4541390,0.73,0.4,0.3,0.55,2018-03-14 00:12:46
Kyber Network,KNC,6496171,0.73,0.34,0.35,0.55,2018-03-14 00:12:46
Syscoin,SYS,2172834,0.69,0.44,0.34,0.55,2018-03-14 00:12:46
Neblio,NEBL,2327568,0.71,0.39,0.28,0.55,2018-03-14 00:12:46
Binance Coin,BNB,147257376,0.12,0.54,0.84,0.55,2018-03-14 00:12:46
NXT,NXT,2394067,0.6,0.48,0.37,0.54,2018-03-14 00:12:46
NAV Coin,NAV,653303,0.72,0.45,0.34,0.54,2018-03-14 00:12:46
Bytecoin,BCN,3526540,0.58,0.46,0.34,0.54,2018-03-14 00:12:46
MaidSafeCoin,MAID,1777330,0.71,0.43,0.3,0.54,2018-03-14 00:12:46
Burst,BURST,734147,0.78,0.42,0.33,0.54,2018-03-14 00:12:46
Simple Token,OST,1858676,0.71,0.4,0.41,0.54,2018-03-14 00:12:46
SONM,SNM,1132282,0.74,0.44,0.29,0.54,2018-03-14 00:12:46
iExec RLC,RLC,1938052,0.64,0.41,0.27,0.54,2018-03-14 00:12:46
Aragon,ANT,487062,0.79,0.36,0.34,0.54,2018-03-14 00:12:46
Ark,ARK,2263180,0.56,0.5,0.37,0.54,2018-03-14 00:12:46
ETHLend,LEND,3057050,0.66,0.46,0.28,0.53,2018-03-14 00:12:46
Feathercoin,FTC,421270,0.78,0.4,0.33,0.53,2018-03-14 00:12:46
Electroneum,ETN,1302501,0.51,0.57,0.33,0.53,2018-03-14 00:12:46
Blocknet,BLOCK,340402,0.79,0.38,0.32,0.53,2018-03-14 00:12:46
Polymath Network,POLY,407628,0.71,0.41,0.29,0.53,2018-03-14 00:12:46
Peercoin,PPC,700045,0.75,0.41,0.34,0.53,2018-03-14 00:12:46
Byteball Bytes,GBYTE,1259840,0.68,0.4,0.31,0.52,2018-03-14 00:12:46
Chronobank,TIME,2372430,0.75,0.35,0.27,0.52,2018-03-14 00:12:46
ZenCash,ZEN,828478,0.71,0.42,0.29,0.52,2018-03-14 00:12:46
RChain,RHOC,278544,0.79,0.33,0.3,0.52,2018-03-14 00:12:46
Nimiq,NET,259392,0.83,0.34,0.46,0.52,2018-03-14 00:12:46
Metaverse ETP,ETP,754336,0.73,0.4,0.29,0.52,2018-03-14 00:12:46
Quantum Resistant Ledger,QRL,586940,0.79,0.36,0.29,0.52,2018-03-14 00:12:46
Viacoin,VIA,2696202,0.56,0.36,0.33,0.52,2018-03-14 00:12:46
Melon,MLN,289056,0.79,0.34,0.36,0.52,2018-03-14 00:12:46
aelf,ELF,36606185,0.76,0.098,0.38,0.51,2018-03-14 00:12:46
AppCoins,APPC,2219146,0.59,0.41,0.32,0.51,2018-03-14 00:12:46
NuBits,USNBT,35083800,0.59,0.33,0.3,0.51,2018-03-14 00:12:46
Request Network,REQ,4584012,0.43,0.5,0.42,0.51,2018-03-14 00:12:46
MonaCoin,MONA,1449029,0.61,0.38,0.3,0.51,2018-03-14 00:12:46
DeepOnion,ONION,71899,0.78,0.46,0.3,0.51,2018-03-14 00:12:46
Gridcoin,GRC,22358,0.81,0.4,0.34,0.5,2018-03-14 00:12:46
Gnosis,GNO,565761,0.63,0.41,0.37,0.5,2018-03-14 00:12:46
Bread,BRD,801122,0.59,0.37,0.36,0.5,2018-03-14 00:12:46
Dragonchain,DRGN,822516,0.62,0.35,0.3,0.5,2018-03-14 00:12:46
VeriCoin,VRC,470243,0.67,0.4,0.32,0.5,2018-03-14 00:12:46
SmartCash,SMART,96466,0.71,0.42,0.29,0.5,2018-03-14 00:12:46
AdEx,ADX,10349495,0.47,0.41,0.29,0.49,2018-03-14 00:12:46
Decentraland,MANA,18947442,0.44,0.44,0.28,0.49,2018-03-14 00:12:46
Counterparty,XCP,850300,0.67,0.37,0.33,0.49,2018-03-14 00:12:46
Achain,ACT,8370419,0.71,0.17,0.36,0.49,2018-03-14 00:12:46
Particl,PART,735568,0.64,0.35,0.33,0.49,2018-03-14 00:12:46
Namecoin,NMC,47524,0.75,0.39,0.34,0.49,2018-03-14 00:12:46
district0x,DNT,962349,0.58,0.42,0.28,0.49,2018-03-14 00:12:46
Ink,INK,5666396,0.65,0.23,0.24,0.49,2018-03-14 00:12:46
BlockMason Credit Protocol,BCPT,5207692,0.46,0.35,0.38,0.49,2018-03-14 00:12:46
Basic Attention Token,BAT,8727658,0.37,0.43,0.35,0.48,2018-03-14 00:12:46
Omni (Mastercoin),OMNI,190112,0.68,0.33,0.28,0.48,2018-03-14 00:12:46
Storm,STORM,24894140,0.37,0.41,0.38,0.48,2018-03-14 00:12:46
Swarm City,SWT,177619,0.72,0.35,0.32,0.48,2018-03-14 00:12:46
ION,ION,663910,0.53,0.3,0.41,0.48,2018-03-14 00:12:46
Po.et,POE,1407274,0.55,0.31,0.39,0.48,2018-03-14 00:12:46
Quantstamp,QSP,12795425,0.34,0.48,0.32,0.48,2018-03-14 00:12:46
Enjin Coin,ENJ,2410817,0.39,0.44,0.37,0.48,2018-03-14 00:12:46
Crown,CRW,115651,0.69,0.33,0.46,0.48,2018-03-14 00:12:46
Sirin Labs Token,SRN,11998678,0.34,0.39,0.29,0.47,2018-03-14 00:12:46
LUXCoin,LUX,134306,0.73,0.31,0.3,0.46,2018-03-14 00:12:46
Skycoin,SKY,389800,0.81,0.08,0.32,0.46,2018-03-14 00:12:46
Shift,SHIFT,557301,0.51,0.35,0.42,0.46,2018-03-14 00:12:46
ECC,ECC,17431,0.7,0.32,0.45,0.46,2018-03-14 00:12:46
OKCash,OK,441612,0.52,0.42,0.32,0.46,2018-03-14 00:12:46
Loopring,LRC,2782396,0.41,0.32,0.31,0.46,2018-03-14 00:12:46
BitBay,BAY,480929,0.56,0.35,0.32,0.46,2018-03-14 00:12:46
Hive,HVN,40576,0.61,0.35,0.34,0.45,2018-03-14 00:12:46
Ripio Credit Network,RCN,9180669,0.39,0.37,0.27,0.45,2018-03-14 00:12:46
Cobinhood,COB,122238,0.47,0.43,0.42,0.45,2018-03-14 00:12:46
Mintcoin,MINT,117201,0.65,0.38,0.29,0.45,2018-03-14 00:12:46
SingularDTV,SNGLS,587223,0.44,0.39,0.29,0.45,2018-03-14 00:12:46
Lamden,TAU,182155,0.6,0.37,0.28,0.45,2018-03-14 00:12:46
BlackCoin,BLK,372949,0.44,0.43,0.36,0.45,2018-03-14 00:12:46
Substratum,SUB,28629617,0.17,0.52,0.28,0.45,2018-03-14 00:12:46
Lunyr,LUN,1933866,0.4,0.4,0.28,0.45,2018-03-14 00:12:46
CoinFi,COFI,136829,0.6,0.38,0.42,0.45,2018-03-14 00:12:46
Bloom,BLT,894319,0.47,0.34,0.35,0.45,2018-03-14 00:12:46
GXShares,GXS,6032476,0.61,0.081,0.31,0.45,2018-03-14 00:12:46
WeTrust,TRST,269004,0.57,0.37,0.3,0.44,2018-03-14 00:12:46
Synereo,AMP,2954046,0.39,0.37,0.29,0.44,2018-03-14 00:12:46
Garlicoin,GRLC,8532,0.67,0.56,0.32,0.44,2018-03-14 00:12:46
Aeon,AEON,80483,0.63,0.34,0.31,0.44,2018-03-14 00:12:46
Bismuth,BIS,16338,0.79,0.24,0.37,0.44,2018-03-14 00:12:46
HTMLCOIN,HTML,158963,0.61,0.33,0.29,0.44,2018-03-14 00:12:46
DADI,DADI,907842,0.43,0.38,0.38,0.44,2018-03-14 00:12:46
Amber,AMB,554179,0.35,0.4,0.35,0.44,2018-03-14 00:12:46
Nuls,NULS,4403019,0.54,0.084,0.35,0.44,2018-03-14 00:12:46
SIBCoin,SIB,128855,0.57,0.26,0.32,0.44,2018-03-14 00:12:46
INS Ecosystem,INS,8764610,0.29,0.38,0.28,0.44,2018-03-14 00:12:46
Waltonchain,WTC,8120511,0.0,0.49,0.37,0.43,2018-03-14 00:12:46
Sumokoin,SUMO,21404,0.68,0.36,0.32,0.43,2018-03-14 00:12:46
Kin,KIN,147730,0.4,0.41,0.34,0.43,2018-03-14 00:12:46
Myriadcoin,XMY,36571,0.57,0.4,0.29,0.43,2018-03-14 00:12:46
Genesis Vision,GVT,8997830,0.15,0.44,0.32,0.43,2018-03-14 00:12:46
BitClave,CAT,1749423,0.49,0.29,0.28,0.43,2018-03-14 00:12:46
WePower,WPR,6988256,0.48,0.17,0.31,0.43,2018-03-14 00:12:46
SingularityNET,AGI,546694,0.53,0.24,0.28,0.43,2018-03-14 00:12:46
Pascalcoin,PASC,56071,0.62,0.34,0.3,0.43,2018-03-14 00:12:46
Bitcore,BTX,1849457,0.54,0.14,0.34,0.43,2018-03-14 00:12:46
Bluzelle,BLZ,6036070,0.55,0.09,0.29,0.43,2018-03-14 00:12:46
Expanse,EXP,251503,0.42,0.39,0.35,0.43,2018-03-14 00:12:46
Theta Token,THETA,15021750,0.17,0.39,0.27,0.43,2018-03-14 00:12:46
Aion,AION,1868262,0.2,0.42,0.37,0.43,2018-03-14 00:12:46
Oyster Pearl,PRL,503663,0.64,0.08199999999999999,0.33,0.43,2018-03-14 00:12:46
Neumark,NEU,104370,0.62,0.3,0.29,0.42,2018-03-14 00:12:46
STK,STK,3777635,0.37,0.29,0.38,0.42,2018-03-14 00:12:46
Cindicator,CND,2072913,0.22,0.45,0.28,0.42,2018-03-14 00:12:46
BLOCKv,VEE,561150,0.33,0.34,0.43,0.42,2018-03-14 00:12:46
eBitcoin,EBTC,118076,0.59,0.35,0.28,0.42,2018-03-14 00:12:46
Groestlcoin,GRS,376595,0.42,0.4,0.3,0.42,2018-03-14 00:12:46
Trinity Network Credit,TNC,3504060,0.56,0.083,0.4,0.42,2018-03-14 00:12:46
Asch,XAS,1591210,0.68,0.0,0.32,0.42,2018-03-14 00:12:46
Tether,USDT,2109860000,0.0,0.08800000000000001,0.39,0.42,2018-03-14 00:12:46
Agrello,DLT,2297520,0.31,0.38,0.27,0.42,2018-03-14 00:12:46
Clams,CLAM,521773,0.6,0.26,0.28,0.42,2018-03-14 00:12:46
Mysterium,MYST,833675,0.74,0.083,0.3,0.42,2018-03-14 00:12:46
Hempcoin,THC,56983,0.48,0.36,0.34,0.42,2018-03-14 00:12:46
XtraBYtes,XBY,186891,0.42,0.41,0.28,0.42,2018-03-14 00:12:46
Zoin,ZOI,50366,0.65,0.28,0.21,0.42,2018-03-14 00:12:46
Denarius,DNR,49286,0.72,0.23,0.35,0.42,2018-03-14 00:12:46
Einsteinium,EMC2,1323746,0.28,0.43,0.31,0.41,2018-03-14 00:12:46
Humaniq,HMQ,897358,0.43,0.33,0.28,0.41,2018-03-14 00:12:46
BANKEX,BKX,649683,0.36,0.34,0.27,0.41,2018-03-14 00:12:46
NuShares,NSR,17,0.59,0.33,0.28,0.41,2018-03-14 00:12:46
AirSwap,AST,8919142,0.2,0.42,0.31,0.41,2018-03-14 00:12:46
Primecoin,XPM,68682,0.51,0.36,0.34,0.41,2018-03-14 00:12:46
Dynamic,DYN,181152,0.65,0.12,0.43,0.41,2018-03-14 00:12:46
MinexCoin,MNX,172257,0.43,0.34,0.28,0.41,2018-03-14 00:12:46
Matchpool,GUP,3961035,0.3,0.34,0.28,0.41,2018-03-14 00:12:46
Gulden,NLG,75770,0.46,0.35,0.35,0.41,2018-03-14 00:12:46
Aeron,ARN,1081043,0.33,0.36,0.28,0.41,2018-03-14 00:12:46
Santiment Network Token,SAN,5828965,0.45,0.08,0.29,0.41,2018-03-14 00:12:46
LATOKEN,LA,616471,0.39,0.35,0.31,0.4,2018-03-14 00:12:46
Monaco,MCO,43331387,0.0,0.48,0.28,0.4,2018-03-14 00:12:46
adToken,ADT,540962,0.34,0.26,0.31,0.4,2018-03-14 00:12:46
Time New Bank,TNB,5405960,0.16,0.33,0.47,0.4,2018-03-14 00:12:46
B3Coin,KB3,12171,0.62,0.34,0.31,0.4,2018-03-14 00:12:46
Civic,CVC,30378542,0.0,0.45,0.35,0.4,2018-03-14 00:12:46
Diamond,DMD,10383,0.55,0.31,0.33,0.4,2018-03-14 00:12:46
Bean Cash,BITB,4666802,0.31,0.28,0.43,0.4,2018-03-14 00:12:46
Auroracoin,AUR,26985,0.43,0.34,0.35,0.4,2018-03-14 00:12:46
Musicoin,MUSIC,59540,0.67,0.15,0.32,0.4,2018-03-14 00:12:46
Pirl,PIRL,25266,0.61,0.28,0.33,0.4,2018-03-14 00:12:46
KickCoin,KICK,1222133,0.22,0.35,0.27,0.4,2018-03-14 00:12:46
WAX,WAX,5930430,0.17,0.33,0.39,0.4,2018-03-14 00:12:46
Potcoin,POT,506543,0.31,0.41,0.32,0.4,2018-03-14 00:12:46
Bibox Token,BIX,4929870,0.17,0.35,0.29,0.4,2018-03-14 00:12:46
Revain,R,5305748,0.19,0.33,0.3,0.39,2018-03-14 00:12:46
Curecoin,CURE,42116,0.51,0.34,0.32,0.39,2018-03-14 00:12:46
Golos,GOLOS,24636,0.76,0.11,0.32,0.39,2018-03-14 00:12:46
CyberMiles,CMT,9976096,0.14,0.36,0.27,0.39,2018-03-14 00:12:46
Ardor,ARDR,2096035,0.084,0.45,0.27,0.39,2018-03-14 00:12:46
Bulwark,BWK,98763,0.51,0.3,0.33,0.39,2018-03-14 00:12:46
Medibloc,MED,324745,0.17,0.38,0.27,0.39,2018-03-14 00:12:46
First Blood,1ST,273341,0.38,0.16,0.4,0.39,2018-03-14 00:12:46
TenX,PAY,5036240,0.0,0.5,0.3,0.39,2018-03-14 00:12:46
Whitecoin,XWC,8578,0.54,0.31,0.29,0.39,2018-03-14 00:12:46
Memetic,MEME,194792,0.47,0.27,0.29,0.39,2018-03-14 00:12:46
Centra,CTR,876029,0.14,0.4,0.37,0.39,2018-03-14 00:12:46
Iconomi,ICN,817484,0.0,0.46,0.3,0.39,2018-03-14 00:12:46
Viberate,VIB,4227045,0.13,0.37,0.39,0.39,2018-03-14 00:12:46
Bounty0x,BNTY,96432,0.46,0.34,0.28,0.39,2018-03-14 00:12:46
Transfercoin,TX,1735300,0.48,0.069,0.33,0.39,2018-03-14 00:12:46
EmerCoin,EMC,692835,0.3,0.25,0.33,0.39,2018-03-14 00:12:46
Cloakcoin,CLOAK,498670,0.19,0.37,0.29,0.39,2018-03-14 00:12:46
Unobtanium,UNO,36296,0.52,0.26,0.32,0.38,2018-03-14 00:12:46
carVertical,CV,74805,0.38,0.37,0.28,0.38,2018-03-14 00:12:46
Etherparty,FUEL,625136,0.31,0.28,0.29,0.38,2018-03-14 00:12:46
Agoras,AGRS,1359052,0.27,0.25,0.36,0.38,2018-03-14 00:12:46
QASH,QASH,10750484,0.0,0.42,0.28,0.38,2018-03-14 00:12:46
GameCredits,GAME,989549,0.37,0.14,0.34,0.38,2018-03-14 00:12:46
FLO,FLO,1249416,0.34,0.24,0.45,0.38,2018-03-14 00:12:46
Paragon,PRG,194701,0.18,0.5,0.33,0.38,2018-03-14 00:12:46
Edgeless,EDG,679550,0.2,0.38,0.28,0.38,2018-03-14 00:12:46
Solaris,XLR,45046,0.48,0.26,0.4,0.38,2018-03-14 00:12:46
Zeepin,ZPT,359288,0.12,0.43,0.27,0.38,2018-03-14 00:12:46
Ubiq,UBQ,142205,0.49,0.095,0.32,0.38,2018-03-14 00:12:46
Linkeye,LET,8181141,0.0,0.45,0.36,0.38,2018-03-14 00:12:46
Novacoin,NVC,12903,0.62,0.18,0.35,0.38,2018-03-14 00:12:46
HyperStake,HYP,4276,0.67,0.22,0.31,0.38,2018-03-14 00:12:46
SunContract,SNC,6071851,0.16,0.36,0.27,0.38,2018-03-14 00:12:46
Modum,MOD,344756,0.18,0.35,0.44,0.38,2018-03-14 00:12:46
UTRUST,UTK,2032005,0.14,0.4,0.3,0.38,2018-03-14 00:12:46
Crypto Bullion,CBX,210,0.58,0.33,0.35,0.38,2018-03-14 00:12:46
VeriumReserve,VRM,39413,0.44,0.39,0.27,0.38,2018-03-14 00:12:46
Vcash,XVC,2660243,0.41,0.18,0.31,0.38,2018-03-14 00:12:46
Cappasity,CAPP,146412,0.32,0.29,0.44,0.37,2018-03-14 00:12:46
KuCoin Shares,KCS,606377,0.0,0.44,0.45,0.37,2018-03-14 00:12:46
OpenANX,OAX,649428,0.3,0.28,0.27,0.37,2018-03-14 00:12:46
Tokenbox,TBX,50588,0.57,0.25,0.28,0.37,2018-03-14 00:12:46
Rise,RISE,12618975,0.28,0.15,0.4,0.37,2018-03-14 00:12:46
Ignition,IC,24447,0.57,0.23,0.4,0.37,2018-03-14 00:12:46
DraftCoin,DFT,198501,0.41,0.27,0.3,0.37,2018-03-14 00:12:46
Telcoin,TEL,251886,0.17,0.4,0.3,0.37,2018-03-14 00:12:46
Everex,EVX,2717265,0.14,0.38,0.27,0.37,2018-03-14 00:12:46
Jibrel Network,JNT,4535388,0.29,0.14,0.31,0.37,2018-03-14 00:12:46
FunFair,FUN,1058840,0.0,0.43,0.37,0.37,2018-03-14 00:12:46
Obsidian,ODN,13676,0.45,0.37,0.33,0.37,2018-03-14 00:12:46
Blackmoon Crypto,BMC,726791,0.18,0.36,0.36,0.37,2018-03-14 00:12:46
Faircoin,FAIR,15921,0.44,0.31,0.31,0.37,2018-03-14 00:12:46
ChainLink,LINK,5115866,0.3,0.08199999999999999,0.33,0.37,2018-03-14 00:12:46
CannabisCoin,CANN,55363,0.36,0.35,0.28,0.37,2018-03-14 00:12:46
SwftCoin,SWFTC,6114827,0.15,0.27,0.28,0.37,2018-03-14 00:12:46
Dentacoin,DCN,139191,0.16,0.42,0.3,0.37,2018-03-14 00:12:46
IntenseCoin,ITNS,1981,0.53,0.35,0.32,0.37,2018-03-14 00:12:46
Tierion,TNT,3403850,0.12,0.37,0.29,0.37,2018-03-14 00:12:46
Datum,DAT,2055756,0.13,0.36,0.33,0.37,2018-03-14 00:12:46
Dent,DENT,456106,0.0,0.45,0.36,0.37,2018-03-14 00:12:46
ColossusCoinXT,COLX,46023,0.38,0.36,0.3,0.37,2018-03-14 00:12:46
Monetha,MTH,337715,0.15,0.38,0.27,0.37,2018-03-14 00:12:46
I/O Coin,IOC,53073,0.43,0.28,0.31,0.37,2018-03-14 00:12:46
DATA,DTA,8191700,0.096,0.25,0.41,0.37,2018-03-14 00:12:46
BitSend,BSD,115648,0.57,0.08,0.29,0.36,2018-03-14 00:12:46
Unbreakablecoin,UNB,1366870,0.31,0.19,0.31,0.36,2018-03-14 00:12:46
HShare,HSR,22906755,0.19,0.055,0.31,0.36,2018-03-14 00:12:46
SwissBorg,CHSB,413254,0.23,0.36,0.27,0.36,2018-03-14 00:12:46
Dovu,DOVU,133,0.77,0.08199999999999999,0.27,0.36,2018-03-14 00:12:46
Leverj,LEV,53216,0.16,0.28,0.32,0.36,2018-03-14 00:12:46
Red Pulse,RPX,3286450,0.073,0.35,0.3,0.36,2018-03-14 00:12:46
Ignis,IGNIS,1656450,0.0,0.39,0.31,0.36,2018-03-14 00:12:46
DecentBet,DBET,50426,0.37,0.33,0.27,0.36,2018-03-14 00:12:46
EchoLink,EKO,1187751,0.32,0.24,0.29,0.36,2018-03-14 00:12:46
Linda,LINDA,50367,0.61,0.083,0.32,0.36,2018-03-14 00:12:46
DAO.Casino,BET,4304,0.55,0.28,0.29,0.36,2018-03-14 00:12:46
Bitmark,BTM,40493,0.46,0.23,0.28,0.36,2018-03-14 00:12:46
Internet of People,IOP,297345,0.3,0.26,0.32,0.36,2018-03-14 00:12:46
OriginTrail,TRAC,401983,0.12,0.4,0.3,0.36,2018-03-14 00:12:46
Phore,PHR,34143,0.55,0.12,0.3,0.36,2018-03-14 00:12:46
Spectrecoin,XSPEC,30061,0.32,0.34,0.31,0.36,2018-03-14 00:12:46
High Performance Blockchain,HPB,3379140,0.0,0.34,0.4,0.36,2018-03-14 00:12:46
EverGreenCoin,EGC,5349,0.5,0.28,0.31,0.36,2018-03-14 00:12:46
Qlink,QLC,215670,0.14,0.4,0.3,0.36,2018-03-14 00:12:46
Wings,WINGS,2957403,0.0,0.36,0.38,0.35,2018-03-14 00:12:46
Pinkcoin,PC,20725,0.39,0.32,0.31,0.35,2018-03-14 00:12:46
Neutron,NTRN,3506,0.49,0.26,0.36,0.35,2018-03-14 00:12:46
SALT,SALT,8899805,0.12,0.16,0.4,0.35,2018-03-14 00:12:46
Decision Token,HST,124757,0.15,0.37,0.38,0.35,2018-03-14 00:12:46
Polis,POLIS,85503,0.61,0.055999999999999994,0.29,0.35,2018-03-14 00:12:46
Maker,MKR,662996,0.0,0.35,0.44,0.35,2018-03-14 00:12:46
Pillar,PLR,91047,0.12,0.36,0.34,0.35,2018-03-14 00:12:46
BitcoinZ,BTCZ,45163,0.35,0.31,0.31,0.35,2018-03-14 00:12:46
Blocktix,TIX,1500880,0.15,0.34,0.27,0.35,2018-03-14 00:12:46
SaluS,SLS,5867138,0.15,0.07200000000000001,0.43,0.35,2018-03-14 00:12:46
Altcoin,ALT,2319,0.18,0.59,0.4,0.35,2018-03-14 00:12:46
HOdlcoin,HODL,15,0.61,0.24,0.31,0.35,2018-03-14 00:12:46
CRYPTO20,C20,3394160,0.17,0.15,0.28,0.35,2018-03-14 00:12:46
DigitalNote,XDN,2867675,0.23,0.13,0.3,0.35,2018-03-14 00:12:46
Karbo,KRB,22531,0.54,0.21,0.3,0.35,2018-03-14 00:12:46
Blox,CDT,501831,0.13,0.36,0.28,0.35,2018-03-14 00:12:46
Verify,CRED,5097,0.37,0.35,0.46,0.35,2018-03-14 00:12:46
Unikoin Gold,UKG,491271,0.18,0.33,0.25,0.35,2018-03-14 00:12:46
DomRaider,DRT,1241,0.33,0.33,0.27,0.35,2018-03-14 00:12:46
IoT Chain,ITC,21804206,0.18,0.08,0.36,0.35,2018-03-14 00:12:46
Mobius,MOBI,228652,0.15,0.34,0.31,0.35,2018-03-14 00:12:46
Startcoin,START,117776,0.42,0.28,0.31,0.35,2018-03-14 00:12:46
WaBi,WABI,1003461,0.0,0.42,0.29,0.35,2018-03-14 00:12:46
SportyCo,SPF,1502035,0.14,0.35,0.27,0.35,2018-03-14 00:12:46
DeepBrain Chain,DBC,5681199,0.0,0.35,0.29,0.35,2018-03-14 00:12:46
Goldcoin,GLD,22137,0.43,0.29,0.31,0.35,2018-03-14 00:12:46
Moeda Loyalty Points,MDA,289312,0.17,0.33,0.3,0.35,2018-03-14 00:12:46
Fastcoin,FST,540,0.52,0.3,0.3,0.35,2018-03-14 00:12:46
Maxcoin,MAX,38,0.51,0.31,0.31,0.35,2018-03-14 00:12:46
BitDegree,BDG,11099,0.33,0.38,0.27,0.35,2018-03-14 00:12:46
NoLimitCoin,NLC2,158286,0.43,0.14,0.32,0.35,2018-03-14 00:12:46
Digitalcoin,DGC,732,0.5,0.33,0.32,0.35,2018-03-14 00:12:46
Zap,ZAP,12475,0.5,0.099,0.45,0.34,2018-03-14 00:12:46
Paccoin,$PAC,444218,0.52,0.45,0.34,0.34,2018-03-14 00:12:46
Magi,XMG,7471,0.44,0.31,0.28,0.34,2018-03-14 00:12:46
Riecoin,RIC,90040,0.36,0.27,0.29,0.34,2018-03-14 00:12:46
ICOS,ICOS,93783,0.0,0.52,0.36,0.34,2018-03-14 00:12:46
MonetaryUnit,MUE,315110,0.34,0.14,0.32,0.34,2018-03-14 00:12:46
